Judul,Label
harga tiket kereta jktsby jual hingga rp 15 juta,1
indochina foto kontainer southern hauliers,0
ini korban kena musibah gempar palu,1
pltu paiton ledak,1
begal simpang sei sikambing medan,1
tawar kartu kredit plafon 28 juta rupiah bank mandiri,1
artificial clouds generation system artificial clouds generation system,1
foto terima hadiah sepeda acara serah sertifikat tanah gratis sukabumi,1
nyala ac buka kaca pertama masuk mobil sebab kanker,1
rombong presiden jokowi celaka sumatera barat,0
pesan beranta aksi tawur ajar lama 2 bulan kota bogor,1
pasang tangerang telanjang warga polisi tidak mesum,1
marak hoax perintah desak terap kurikulum digital,0
indonesia tengah pusar arus informasi,0
surat edar kemensos ikut aksi 412,1
tips media sosial sehat ala ahmad mustofa bari,0
kicau grab tweeter dukung ahok,0
bbc news guna foto irak gambar bantai suriah,0
video pesawat jatuh tol banyumanik,1
video detik detik maruf amin mundur ganti prabowo wakil presiden damping jokowi,1
foto habib rizieq firza husein,1
pesan beranta ulang tahun whatsapp ke11 gratis kuota 35 gb,1
ada satu dekan satu guru tinggi,1
video cina rrc susup masuk lalu bandara banyuwangi tahu tangkap,1
ganggu preman no buru preman,1
aplikasi body temperature diary ukur suhu tubuh sendiri harus beli alat test,1
foto tengah perintah sibuk lawan corona anies sibuk main bola anak,1
jokowi keluar kartu corona indonesia sehat,1
corona jihad orang dagang sengaja ludah bungkus makan,1
mujahid bangladesh siap bela muslim india belamuslimindia nasib muslim india,1
surat perintah bnpb kait normalisasi sungai sulawesi tenggara,1
foto tak liput media begini kondisi anies tangan banjir jakarta,1
foto truk muat rudal jalan tol,1
hatihati daging manusia impor china,1
aplikasi program war room tkn ubah data,1
pesan beranta teresia fidalgo,1
hrs kerah people power polri siap tembak mati rusuh nkri sekalipun cucu nabi,1
gp ansor kota kalong ajak jangan pilih caleg nonmuslim dapil x jateng,1
jadi antek jongos budak asing siapa,1
kejam uighur siksa ambil organ tubuh paksa,1
hakim pakai dukun cina,1
klaim abar gempa besar jadi,1
dukung uas jadi tum pbnu,1
orang bayi baru usia 12 hari tinggal dunia panggang inkubator,1
tiang girder proyek becakayu ambruk waskita karya beri jelas,1
bahaya buah durian kandung kolesterol tinggi,0
pria siram karpet masjid air kencing duga stres akibat himpitan ekonomi,1
surat edar kontroversial tangerang viral akhir cabut,1
informasi jembatan peudada aceh ambruk,1
orang tua kelah lippo mall,0
admin grup whatsapp hukum penjara,0
ahok minta jadi walikota lin,1
marak culi anak kecil laku sadis keji,1
konsumsi sayap ceker ayam suntik hormon sebab kanker,1
poster acara parade budaya dukung ahok,1
foto sri mulyani jilbab kode pilkada dekat tagih jatuh tempo,1
video kembang api olimpiade tampil saat olimpiade tokyo tunda karena covid19,1
corona is a hoax,1
burhanuddin muhtadi sebut rp450 miliar menang jokowi,1
raja salman tinggal indikasi racun kopi,1
500 tka china bagi kerja proyek pltu morowali,1
tka china tolak masuk indonesia internet indonesia blokir,1
akun media sosial erick thohir for president 2024,1
larang keluar rumah puncak sebar virus corona,1
extremist act against the minority people video,1
culi anak remaja ambil organ mayat jahit buang kekal depan season city,1
orng kaya wuhan mulai stress hambur uang,1
bahaya telepon dapur kompor nyala,1
johnny g plate menteri kominfo beri gebrak gratis telepon,1
menag allah bukan arab jadi kalau doa masjid pakai bahasa indonesia,1
makan kaleng produksi thailand tular hivkembali,1
hari goobernur anis tunjuk bukti otentik panitera mahkamah internasional,1
bijak tiada didik agama sekolah,1
tukang kungfu ajak mk cukong 01,1
js prabowo pesawat tumpang prabowo aborted take off saat take off ujung runway lintas 3 jet tempur,1
intimidasi asn bawah,1
salam 2 jari kubu caprescawapres 02 mirip salam jari lgbt china,1
beberapa tempat inap gratis serta reuni alumni 212,1
stnk mati 2 tahun kendara jadi bodong,1
sophia latjuba bantah jadi anggota jurkam jokowi maruf,0
pertamina perintah kalrifikasi isu bbm naik malam,0
himbauan ulama habaib kiyai pimpin pondok pesantren seluruh indonesia tidak pilih jokowi presiden 2019,1
babinsa isu libat hoax serang ulama kodam iii beri jelas,1
rawat pesan toleransi gus dur,0
mafindo chapter depok adakan sosialisasi anti hoax,0
terima pecat yansen binti ungkap bakar sekolah perintah prabowo,1
bahaya sinar kosmik lewat bumi malam hari,1
lowong kerja pt badak lng,1
lowong kerja pt badak lng,1
gudang senjata israel ledak,1
ratus tubuh anak kecil dalam mobil van thailand,1
menteri energi jepang bungkuk lama 20 menit bentuk minta maaf,1
suspect corona lari diri rs sahabat rupa driver ojek online,1
jokowi nyata indonesia dilockdown,1
profesor chen horin kata lemon panas bunuh sel kanker,1
warga cina lempar kucing anjing apartemen hoaks kucing anjing tular virus corona,0
surat aja debat buka ada urus cabang muhammadiyah jember,1
shoppe bantah umum menang jutawan shoppe,1
muncul isu culi purbalingga pihak polisi nyata benar,1
moeldoko dukung prabowo yg mau aku kan jokowi di tangkap,1
ketua kpud bekas tinggal dunia,1
sesar batu balantak picu gempa tsunami,1
satu nomor satu,1
ketua kpu saudara kandung soe hok gie,1
indonesia baru tahu,1
golden fireworm,1
pulang timnas brasil sambut lempar batu telur gemar,1
syndrome juling,1
kh asep saifuddin chalim bantah sebut orang saran pilih gus ipul khianat,0
perintah jokowi hati2 lanjut proyek kereta cepat pasca putus adil tiongkok,1
tum pan zulkifli hasan sebut habib rizieq tokoh ulama gadai agama,1
michael essien gabung baya surabaya,1
sari roti ubah nama jadi garmelia,1
pleasesaveburma 1stallah,1
kristen rusun dki cantum video anakanak jilbab sedang nyanyi lagu rohani nasrani,1
isu beda surat al hujurat 8 al quran sumbang raja arab,0
foto 1 agustus 2020 juta warga jerman turun jalan tolak merdeka rampas dalih virus sepele,1
foto presiden jokowi sama lawak istana negara kait covid19,1
fanpage facebook bantu samsung didik adakan program bantu didik,1
akhir bocor bapak jokowi asli,1
foto a letter from golkar island,1
italia gereja buka hampir semua jemaat tinggal covid,1
kompensasi listrik pln work from home,1
luhut jokowi sholat jumat 4 rakaat prabowo kalah jauh,1
gambar perempuan jilbab syar tulis wife and doughter of panglima polim,1
milu laksana sudah tau menang,1
calon pns minta siap uang besar rp750000,1
sebut alami bocor pipa pdam bandarmasih nyata benar,1
jadi kapal fery makassar layar tenggelam jam 2 siang hari,1
penting baca seluruh isi berita bukan judul berita,0
hadiah cek tunai rp75000000 whatsapp,1
demo hongkong tolak campur tangan fihak negara china komunis,1
hasil sadap mabes polri rencana densus 88 utk laku tangkap perwira tni aktif,1
sinyal internet henti di seluruh indonesia,1
pesan aja konvoi resmi arema,1
pks ajak dukung poligami lalu website dukungpoligamicom,1
pwnu jawa timur siap menang prabowo sandi,1
tercyduk mall istri sandi langsung kosong tas harga 70 juta,1
kelahi debt collector vs warga wiyung surabaya,1
pihak keluarga almarhumah siswi smpn 2 semen bantah sa tinggal kondisi telinga darah hp beranta lantai,0
racun vaksin apa yg kalian tebar,1
novotel semarang saksi bisu main sudirman said ida fauziyah,1
kata cak lontong warga jateng pilih nomor 2,1
klarifikasi perintah provinsi aceh kait isu terap hukum pancung qisas,0
video planet nibiru video of planet nibiru,1
manfaat air hangat,0
garam palsu nyata serpih kaca,1
rekomendasi acara m mahendra maskur sinaga antisipasi langgar privasi,1
tanggap polri kait isu sipil papua senjata ingin nyata perang,1
video beberapa wanita india protes cara bakar jilbab,0
patung brung garuda serta pancasila tulis cina,1
lawan kerja asing china bendera rrc turun tni,0
cuit twitter karyawan pt adhi karya gus mus bijak sosial media,0
panglima tni ganti,1
satpol pp pasang spanduk kampanye ahok djarot,1
pdip beri surat rekomendasi fachrorisafrial,1
foto tenaga medis rangkai kata bacot,1
ini bijak yg rusak jerumus generasi terus bangsamenjauhkan nilai agama,1
foto pupuk cendana memang jamian mutu,1
surat panggil wawancara kerja pt angkasa pura ii juni 2020,1
pasien covid19 cimahi kabur rumah sakit,1
video 150 pemuda wanita selandia baru baru masuk islam,1
modus habis ustadz suntik covid19 mati,1
enam tumpang kapal labuh samudera duga positif corona,1
biaya tilang baru indonesia,1
gunung dieng salatiga,1
musnah babi massal thailand,1
surat wakalah infra struktur dana haji,1
rekening gendut jokowi luar negeri lapor,1
nyata sikap netral universitas indonesia,0
pesta gay season city jakarta barat,1
begal jembatan sambaliung rau kalimantan timur,1
klarifikasi sholat tempat ibadah agama apakah ada darurat,0
layan sim libur lama 2 minggu,1
kandung cacing bpom kepri tarik 3 merek sarden edar,0
klarifikasi gedung dpr jadi bakar,0
polda metro ungkap komplot skimming nasabah via atm modus,0
cacing hidup produk ikan supermarket live worms in supermarkets fish product,0
tum mui jangan guna nama muslim sebar hoax,0
razia stnk tanggal 28 februari 2018,1
balada cinta segi tiga ahok veronica ahok lemah syahwat,0
pesan beranta catut polisi soal namanama kiai jadi sasar pki,1
bukankah zakat satu tahun sekali jadi kalau bulan nama zakat apa,0
edar isu perihal kartu kuning keluar zaadit taqwa rupa pesan fz fh,1
mulai besok terus atur komunikasi baru,1
video tabung gas ledak digoyanggoyangkan,1
kemensetneg perintah kibar bendera tengah tiang lama hari,1
balita rohingya susu jasad ibu,1
urus masjid alwaqfiyah salemba jakarta tak layan doa solat mati warga dukung kafir,1
peluru gas airmata diujicobakan serta aksi 4 november 2016,1
boneka asli annabelle lari diri museum warren,1
foto cekung bekas lokasi ledak beirut kemarin fix adalah c4,1
flyer jalan ganggu siap surat terang hasil rapid tes,1
indonesian foreign mister retnomarsudi says her government is overwhelmed by the ulmwp leadership,1
jabat presiden panjang pilpres lama tahun 2026,1
majalah italia tahun 1962 gambar akan jadi 2022,1
pesan beranta ganjar pranowo boleh warga jawa tengah salat idul fitri,1
kartu janji wapres maruf debat cawapres realisasi,1
anut islam kristen yahudi buddha hadir selandia baru alun asmaul husna kalimat tauhid hadap wabah corona,1
video apa salah muslimah rana islam,1
suara banyak jadi ketua dpr puan janji sejahtera partai,1
ratik tagak,1
pedang jepang nama samurai,0
video pukul laku terorisme serang masjid christchurch selandia baru penjara,1
narkoba china lalu tiang pancang proyek infrastruktur,1
ayo ralat bijak,1
jadi aksi bunuh diri kawasan sukoharjo,1
ustaz abdul somad jadi juru kampanye prabowosandi,1
server kpu jawa barat down serang masive,1
video orang telah makam lama 4 hari hidup,1
polisi klarifikasi tidak bom pasuruan,0
proyek meikarta henti,1
pks lurus hoax kader komentar kartini muas seks belanda,0
polisi larang produksi jual kaos 2019gantipresiden,1
astaga sholat kok jadi begini,1
klarifikasi mahfud md kait tuduh ratna sarumpaet hadap,0
foto dian sastro sudah sunting,1
brookings institution cakap joko widodo presiden indonesia,0
duga stres cerai istri suyatno bacok 2 orang,0
mudahmudahan banyak rakyat lugu masih tipu lalu citra lama jadi andal,0
indonesia tinggal saudara2 negara muslim dunia,0
jokowi bukan orang insinyur,0
lowong kerja pt pupuk sriwidjaja,1
putri raja salman cantik,1
masjid istiqlal gembok halau serta aksi 212 jilid 2,0
bri leceh sunnah islam,0
rakyat miskin nekat jual emas rekan bayar tempat tinggal tahan belas kasihan perintah curi uang rakyat lindung hukum bungkam,0
kominfo inisiasi system big data cyber security,1
ridwan kamil caci maki bagai pihak,1
papa kilo kode pki,1
tulis sarlito wirawan sarwono lgbt,1
bkmg saran taruh baskom air campur garam hujan cepat turun,1
surat panggil kerja pt kai 15 agustus 2020,1
tentara india bunuh kakek bocah lakilaki ambil batu bunuh bunuh kakek,1
video detikdetik jembatan wuhan runtuh,1
informasi isi ada rombong gangster ada samarinda bunuh 60 orang,1
foto perintah jawa timur sdh siap 52 buah tempat kurantin tki yg bru pulang luar negri,1
nyata virus corona obat cara rendam air laut,1
pesan undi hadiah pt pertamina,1
sabobase laku kubu belah,1
missed call nomor luar negeri dapat salin daftar kontak akses sim card jebol data bank,1
video produksi beras plastik,1
ahok datang gedung dprmpr tibatiba bau taik,1
susun kabinet ii jokowiamin,1
maruf amin buat cari suara doang itu ganti,1
kemenag hapus materi perang uhud badar bagai kurikulum madrasah,1
listrik padam gilir 3 jam,1
stroke kambuh prabowo batal orasi politik acara fraksi pks,1
semua operator seluler sedia rbt jokowi,0
letda inf agus prayogo raih medali emas ajang asi games tanggal 21 agustus 2018,1
jelang asi games jakarta makin cakep bravo aniessandi,1
pt indonesia morowali industrial park ban isu senjata api selundup,0
rudi hartono legenda bulu tangkis tinggal,1
kemkominfo buat help desk registrasi kartu prabayar,1
bunuh beranta pancing korban guna bayi menang,1
brantas kebeutalan dini,0
felix siauw umat muslim ucap kata selamat natal wajib penjara nista agama islam,0
istri ahok pribumi indonesia jadi rakyat aja ngerepotin jadi pimpin,1
jokowi nama lahir herberthus,1
year end fun walk lippo karawaci kait aksi tanding 411,1
500 wn china datang jakarta bela ahok,1
klaim jonru dunia peduli umat muslim korban bom turki,0
rayhaneh jabbari hukum gantung perintah iran,1
data tumbuh ekonomi aceh,1
tangkap layar berita rk ajak abu janda jadi rawan uji vaksin covid19 buat china,1
fpa siap dukung jokowi syarat semua laskar angkat jadi pns,1
dirut rsui sama 2 direktur rsui lain 10 staff rsui ini rawat rsui kena covid,1
another simpson prediction that became a reality theyknew,1
batas sosial jakartabandung tidak terap,1
daftar virus asal china,1
video azan pertama spanyol 500 tahun larang,1
video 280 jemaah umrah tahan pesawat 18 antara positif infeksi virus corona,1
erick thohir nyamar jadi tukang bakso waktu bongkar skandal ari garuda,1
anies beri gelar hormat kumpul tiong hoa dg nama liem ay bon,1
celaka untun tol malang akibat dari awal arah tibatiba buat 2 arah,1
postingan facebook tutut soeharto sindir jokowi bangun jalan tol,1
sikat gigi bahan bulu babi,0
bantah nomor urut 01 untung jokowimaruf komputer sistem biner kpu tegas hitung suara laku manual,0
rumah sakit jiwa kampret,1
air mineral ledak panas mobil,1
wacana daftar akun medsos hanya guna ektp dukung jokowi,0
ajaib jadi hari amerika kanada lihat matahari,1
perintah pantau jalur komunikasi media sosial masyarakat,1
running text metro tv istighosah tanggal 5 februari rumah djan faridz hadir kiai said aqil siroj,1
indochina sebut negara baru indonesiachina,0
antasari azhar milik akun twitter,1
presiden undang laku bakar masjid tolikara,1
pidato lengkap jokowi negara tidak pernah hutang laku pinjam luar negeri,1
nyanyi yg jadi nyata sedih,1
jokowi jarang guna busana jawa kuno gak pede,1
satpol pp pakai sepeda brompton harga ratus juta hasil foyafoya uang rakyat,1
pemudapemudi mengatasnamakan universitasperguruan tinggi minta foto ktp,1
bupati luwu utara baring rs jatuh motor waktu antar bansos covid19,1
video italian millionaire terjun bagunan keluarga nya semua kena virus corona,1
kim jong un kena kemeja putih tulis bersih rakyat kerja nyata,1
they call it disinfection,1
china baru bangun rumah sakit 57 lantai,1
surat isi cuti libur natal tanggal 23 24 desember 2019,1
video habib rizieq shihab tiba bandara juanda,1
subjudul cover majalah tempo ahok jadi bos pertamina kuasa blok masela,1
virus babi hog cholera tular manusia,1
pt waskita karya bantah adakan interview rekruitmen karyawan,1
pesan singkat arah kapolri sebut tni tunduk hukum polisi,1
susun kabinet kerja jilid ii jokowi maruf,1
video polisi bagibagi sembako jelang pilpres 2019,1
jokowi bilang pki salah ancam,1
bakal hapus menteri agama ganti nama,1
y2k38 komputer akan beda waktu nyata data catat,1
makin parah pesawat presiden jual,1
kahmi selenggara deklarasi dukung anies baswedan capres 2019,1
